,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Calgary,Calgary,GPE,-0.20406699,1.02284689,en,1.90000000,4085122-9,5913490,X,51.05000000,-114.08527700,NORTH-AMERICA,Canada,NWN
Typhoon Matmo,Typhoon Matmo,GPE,-0.18518519,0.16666667,en,1.80000000,,0,,,,,,
Brevard,Brevard,GPE,-1.07638889,1.47916667,en,1.80000000,,0,,,,,,
Tibet,Tibet,GPE,-0.36805556,1.55555556,en,1.80000000,,0,,,,,,
Pontian,Pontian,GPE,0.09722222,0.98611111,en,1.80000000,,0,,,,,,
Launceston,Launceston,GPE,-0.05555556,0.05555556,en,1.80000000,,0,,,,,,
Pacific coast,Pacific coast,LOC,-0.27932099,2.18209877,en,1.80000000,,0,,,,,,
Hawaii,Hawaii,GPE,0.27777778,0.50000000,en,1.80000000,4023877-5,5855797,X,20.75028000,-156.50028000,PACIFIC,,NPO
Ukraine,Ukraine,GPE,0.37084288,3.82633902,en,1.70000000,4061496-7,690791,X,49.00000000,32.00000000,EUROPE,Ukraine,WCE
LOUISVILLE,LOUISVILLE,GPE,-0.47100840,2.21148459,en,1.70000000,,0,,,,,,
Colorado,Colorado,GPE,-0.01715686,1.19802665,en,1.70000000,,0,,,,,,
the Tennessee River,the Tennessee River,LOC,0.23529412,1.17647059,en,1.70000000,,0,,,,,,
TOKYO,TOKYO,GPE,0.17973856,1.00653595,en,1.70000000,,0,,,,,,
Tenn.,Tenn.,GPE,-0.17557932,1.55592692,en,1.70000000,,0,,,,,,
Kanagawa,Kanagawa,GPE,0.22549020,0.68627451,en,1.70000000,,0,,,,,,
Ramdhuni,Ramdhuni,GPE,0.00000000,0.07843137,en,1.70000000,,0,,,,,,
Louisville,Louisville,GPE,-1.27485994,2.34698880,en,1.70000000,,0,,,,,,
Bhutan,Bhutan,GPE,0.16666667,1.05208333,en,1.60000000,4006397-5,1252634,X,27.50000000,90.50000000,ASIA,Bhutan,TIB
Thessaloniki,Thessaloniki,GPE,-0.26041667,0.53819444,en,1.60000000,4051394-4,734077,X,40.64361100,22.93083300,EUROPE-AFRICA,Greece,MED
Chalkidiki,Chalkidiki,GPE,-0.26041667,0.53819444,en,1.60000000,,0,,,,,,
North Bengal,North Bengal,LOC,-0.56770833,1.56250000,en,1.60000000,,0,,,,,,
Bengal,Bengal,GPE,-0.15277778,0.48611111,en,1.60000000,,0,,,,,,
Western North Carolina,Western North Carolina,LOC,0.00000000,0.00000000,en,1.60000000,,0,,,,,,
the Roshi River,the Roshi River,LOC,-0.12500000,0.31250000,en,1.60000000,,0,,,,,,
Germany,Germany,GPE,0.72424242,2.99191919,en,1.50000000,,0,,,,,,
the east coast,the east coast,LOC,-0.18232323,1.86818182,en,1.50000000,,0,,,,,,
Brazil,Brazil,GPE,0.30000000,0.75416667,en,1.50000000,4008003-1,3469034,X,-10.00000000,-55.00000000,SOUTH-AMERICA,Brazil,SAM
the Pacific coast,the Pacific coast,LOC,0.01666667,0.78333333,en,1.50000000,,0,,,,,,
eastern Pennsylvania,eastern Pennsylvania,LOC,0.33333333,0.33333333,en,1.50000000,,0,,,,,,
Philadelphia,Philadelphia,GPE,-0.31313131,2.92474747,en,1.50000000,,0,,,,,,
Venezuela,Venezuela,GPE,0.05032468,2.59235209,en,1.40000000,4062512-6,3625428,X,8.00000000,-66.00000000,SOUTH-AMERICA,Venezuela,NSA
Washington,Washington,GPE,1.97343943,6.72531469,en,1.40000000,4118995-4,5815135,X,47.50012000,-120.50146900,NORTH-AMERICA,United States,WNA
Southwest,Southwest,LOC,-0.03571429,0.76785714,en,1.40000000,,0,,,,,,
glacial lake,glacial lake,LOC,0.03928571,1.08928571,en,1.40000000,,0,,,,,,
New Mexico,New Mexico,GPE,-0.08366316,18.12796331,en,1.40000000,4042006-1,5481136,X,34.50034000,-106.49999900,NORTH-AMERICA,United States,WNA
Hualien,Hualien,GPE,-0.28571429,0.07142857,en,1.40000000,4406400-7,1674504,X,23.97693900,121.60443900,ASIA,Taiwan,EAS
Hong Kongs,Hong Kongs,GPE,0.16706349,0.61626984,en,1.40000000,,0,,,,,,
EL PASO,EL PASO,GPE,-0.30079365,1.58650794,en,1.40000000,,0,,,,,,
Typhoon Ragasa,Typhoon Ragasa,LOC,0.00000000,0.00000000,en,1.40000000,,0,,,,,,
United States,United States,GPE,-3.46025046,10.99499845,en,1.40000000,,0,,,,,,
Arunachal,Arunachal,GPE,-0.17500000,2.33928571,en,1.40000000,,0,,,,,,
Baja California,Baja California,LOC,-0.04910714,0.35714286,en,1.40000000,,0,,,,,,
west coast,west coast,LOC,0.00000000,0.00000000,en,1.40000000,,0,,,,,,
Earth,Earth,LOC,0.89824263,3.69926304,en,1.40000000,,0,,,,,,
North America,North America,LOC,-0.35714286,0.71428571,en,1.40000000,,0,,,,,,
Myanmar,Myanmar,GPE,-0.27612665,3.57886558,en,1.30000000,,0,,,,,,
Cambodia,Cambodia,GPE,-0.11282051,0.24358974,en,1.30000000,4029400-6,1831722,X,13.00000000,105.00000000,ASIA,Cambodia,SEA
Queens,Queens,GPE,0.45922411,1.20547231,en,1.30000000,,0,,,,,,
Himalayas,Himalayas,GPE,-0.57051282,1.61666667,en,1.30000000,,0,,,,,,
Kyiv,Kyiv,GPE,-0.07916667,0.38472222,en,1.20000000,4030522-3,703448,X,50.45472200,30.52388800,EUROPE,Ukraine,WCE
Africa,Africa,LOC,1.80496032,3.88627646,en,1.20000000,,0,,,,,,
Oshawa,Oshawa,GPE,-0.10416667,0.31250000,en,1.20000000,,0,,,,,,
Rift Valley,Rift Valley,LOC,-0.19097222,0.59375000,en,1.20000000,,0,,,,,,
Georgia,Georgia,GPE,0.07102273,1.99494949,en,1.20000000,4020273-2,4197000,X,32.75041900,-83.50018000,NORTH-AMERICA,United States,ENA
Liloan,Liloan,GPE,-0.17222222,0.73703704,en,1.20000000,,0,,,,,,
Polk County,Polk County,GPE,-0.66666667,1.20833333,en,1.20000000,,0,,,,,,
Hiroshima,Hiroshima,GPE,0.00000000,0.17045455,en,1.10000000,,0,,,,,,
New York City’s,New York City’s,GPE,-0.32330488,2.49905918,en,1.10000000,,0,,,,,,
Ocala,Ocala,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Kentucky,Kentucky,GPE,-14.06735045,72.44318728,en,1.10000000,4097823-0,6254925,X,38.20042000,-84.87761900,NORTH-AMERICA,United States,ENA
the South China Sea,the South China Sea,LOC,-0.16666667,0.92727273,en,1.10000000,,0,,,,,,
Halong,Halong,GPE,-0.03030303,0.95757576,en,1.10000000,,0,,,,,,
Typhoon Uwan,Typhoon Uwan,GPE,-0.23232323,1.17929293,en,1.10000000,,0,,,,,,
Bronx,Bronx,GPE,0.09070248,0.37355372,en,1.10000000,,0,,,,,,
Haywood County,Haywood County,GPE,0.17424242,0.33838384,en,1.10000000,,0,,,,,,
Darling Downs,Darling Downs,GPE,0.10389610,0.75324675,en,1.10000000,,0,,,,,,
JAMAICA,JAMAICA,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Durham Region,Durham Region,GPE,-0.11363636,0.34090909,en,1.10000000,,0,,,,,,
Altadena,Altadena,GPE,-0.09848485,0.38510101,en,1.10000000,,0,,,,,,
L.A.,L.A.,GPE,0.13633740,2.05356815,en,1.10000000,,0,,,,,,
Attica,Attica,GPE,0.49494949,1.01010101,en,1.10000000,,0,,,,,,
Montego Bay,Montego Bay,LOC,0.12121212,0.67424242,en,1.10000000,4366583-4,3489460,X,18.47116000,-77.91882900,CENTRAL-AMERICA,Jamaica,CAR
the Caribbean Sea,the Caribbean Sea,LOC,-0.20454545,1.42424242,en,1.10000000,,0,,,,,,
South Florida,South Florida,GPE,0.31818182,1.09848485,en,1.10000000,,0,,,,,,
Suriname,Suriname,GPE,0.00000000,0.00000000,en,1.10000000,4058664-9,3382998,X,4.00000000,-56.00000000,SOUTH-AMERICA,Suriname,NSA
Strip,Strip,LOC,0.31818182,0.59090909,en,1.10000000,,0,,,,,,
Indiana,Indiana,GPE,1.19696970,5.18939394,en,1.10000000,4109219-3,4921868,X,40.20000000,-86.25027000,NORTH-AMERICA,United States,ENA
Toronto,Toronto,GPE,1.01404467,4.62770563,en,1.10000000,4060459-7,6167865,X,43.70011000,-79.41630000,NORTH-AMERICA,Canada,ENA
the North Sea,the North Sea,LOC,0.11363636,0.48484848,en,1.10000000,,0,,,,,,
Missouri,Missouri,GPE,0.48840024,7.30516529,en,1.10000000,,0,,,,,,
JUNEAU,JUNEAU,GPE,0.33371212,0.60189394,en,1.10000000,,0,,,,,,
Chivirico,Chivirico,GPE,0.12121212,0.56060606,en,1.10000000,,0,,,,,,
Kharkiv,Kharkiv,GPE,0.00000000,0.06060606,en,1.10000000,4009782-1,706483,X,49.98080900,36.25271900,EUROPE,Ukraine,WCE
Jacksonville,Jacksonville,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Sumy,Sumy,GPE,0.00000000,0.06060606,en,1.10000000,4238867-3,692194,X,50.92159900,34.80028900,EUROPE,Ukraine,WCE
Rio Bonito,Rio Bonito,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
LA,LA,GPE,-0.70669192,3.51919192,en,1.10000000,,0,,,,,,
the Carter Lake Dam,the Carter Lake Dam,LOC,-0.72727273,1.31818182,en,1.10000000,,0,,,,,,
Bicol,Bicol,GPE,0.31969697,0.81515152,en,1.10000000,,0,,,,,,
Calif.,Calif.,GPE,0.07936508,0.26370851,en,1.10000000,,0,,,,,,
Ohio,Ohio,GPE,-1.06301216,9.35707508,en,1.10000000,,0,,,,,,
the Yangtze River Estuary,the Yangtze River Estuary,LOC,0.00000000,0.22727273,en,1.10000000,,0,,,,,,
Red River Estuary,Red River Estuary,LOC,0.00000000,0.22727273,en,1.10000000,,0,,,,,,
Aurora,Aurora,GPE,0.00000000,1.81818182,en,1.10000000,,0,,,,,,
New York Citys,New York Citys,GPE,0.05126550,1.40052514,en,1.10000000,,0,,,,,,
NC,NC,GPE,-0.96969697,2.30303030,en,1.10000000,,0,,,,,,
NASHVILLE,NASHVILLE,GPE,0.00000000,0.24242424,en,1.10000000,,0,,,,,,
Latin America,Latin America,LOC,0.09848485,0.52272727,en,1.10000000,,0,,,,,,
Montrose,Montrose,GPE,-0.07575758,0.55555556,en,1.10000000,,0,,,,,,
Camden,Camden,GPE,-0.72727273,1.31818182,en,1.10000000,,0,,,,,,
South Sumatra,South Sumatra,GPE,0.28888889,0.82222222,en,1.00000000,,0,,,,,,
Southeast Queens,Southeast Queens,LOC,-0.23805916,0.91056999,en,1.00000000,,0,,,,,,
Bengkulu,Bengkulu,GPE,0.28888889,0.82222222,en,1.00000000,,0,,,,,,
Torrential monsoon,Torrential monsoon,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Rawalpindi city,Rawalpindi city,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
BUCHAREST,BUCHAREST,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Gansu province,Gansu province,GPE,-0.08833333,1.09083333,en,1.00000000,,0,,,,,,
Tri-State,Tri-State,GPE,0.13912458,2.21171717,en,1.00000000,,0,,,,,,
the Sea of Japan coast,the Sea of Japan coast,LOC,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Chinas Gansu province,Chinas Gansu province,GPE,-0.23333333,0.15000000,en,1.00000000,,0,,,,,,
GUANGZHOU,GUANGZHOU,GPE,0.17500000,0.27500000,en,1.00000000,,0,,,,,,
Pingtou,Pingtou,GPE,0.17500000,0.27500000,en,1.00000000,,0,,,,,,
Indias Uttarakhand,Indias Uttarakhand,GPE,-0.20000000,0.40000000,en,1.00000000,,0,,,,,,
the East Coast MOUNT,the East Coast MOUNT,LOC,-0.20000000,0.25000000,en,1.00000000,,0,,,,,,
Shandong,Shandong,GPE,-0.13000000,0.45000000,en,1.00000000,4052070-5,1796328,X,36.33333300,118.25000000,ASIA,China,EAS
OpenAI,OpenAI,GPE,0.25000000,0.31250000,en,1.00000000,,0,,,,,,
Redding,Redding,GPE,0.42575758,1.30530303,en,1.00000000,,0,,,,,,
Md.,Md.,GPE,-0.20000000,0.25000000,en,1.00000000,,0,,,,,,
GPT-5,GPT-5,GPE,0.25000000,0.31250000,en,1.00000000,,0,,,,,,
ANCHORAGE,ANCHORAGE,GPE,-0.16666667,0.16666667,en,1.00000000,,0,,,,,,
Liaoning,Liaoning,GPE,-0.13000000,0.45000000,en,1.00000000,4254136-0,2036115,X,41.00000000,123.00000000,ASIA,China,EAS
Hokuriku,Hokuriku,GPE,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Romania,Romania,GPE,0.00000000,0.00000000,en,1.00000000,4288396-9,4560808,X,39.79341900,-79.04474900,NORTH-AMERICA,United States,ENA
MOUNT AIRY,MOUNT AIRY,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Longhorn,Longhorn,LOC,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
mideast,mideast,LOC,-0.26666667,0.56666667,en,1.00000000,,0,,,,,,
Mississauga,Mississauga,GPE,-0.06250000,1.44166667,en,1.00000000,,0,,,,,,
Central Texas Floods,Central Texas Floods,LOC,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
Kyushu,Kyushu,GPE,0.02222222,1.79444444,en,1.00000000,,0,,,,,,
Fukuoka Prefecture,Fukuoka Prefecture,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Sibu,Sibu,GPE,0.16944444,1.07555556,en,1.00000000,7653332-3,1735902,X,2.29999900,111.81667000,ASIA,Malaysia,SEA
southw,southw,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hartford,Hartford,GPE,0.27272727,0.90909091,en,1.00000000,,0,,,,,,
Sea of Japan coast,Sea of Japan coast,LOC,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Breitbar,Breitbar,GPE,-0.08750000,0.37916667,en,1.00000000,,0,,,,,,
Hong Kong Sets Rainfall Record as Deluge Disrupts Flights,Hong Kong Sets Rainfall Record as Deluge Disrupts Flights,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
SIBU,SIBU,GPE,0.25555556,0.92277778,en,1.00000000,,0,,,,,,
Que,Que,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Laputa,Laputa,GPE,-0.40000000,0.80000000,en,1.00000000,,0,,,,,,
Southern Taiwan,Southern Taiwan,LOC,0.10000000,0.30000000,en,1.00000000,,0,,,,,,
Northern California,Northern California,LOC,-0.50000000,1.40000000,en,1.00000000,,0,,,,,,
Dien Bien,Dien Bien,LOC,-0.63166667,1.12666667,en,1.00000000,,0,,,,,,
NEWTON COUNTY,NEWTON COUNTY,GPE,-0.30000000,0.40000000,en,1.00000000,,0,,,,,,
Shasta County,Shasta County,GPE,0.20833333,0.29166667,en,1.00000000,,0,,,,,,
passe…,passe…,GPE,-0.13333333,0.50000000,en,1.00000000,,0,,,,,,
Suceava County,Suceava County,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Maryland Heights,Maryland Heights,GPE,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Broșteni,Broșteni,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Southeast Wisconsin,Southeast Wisconsin,GPE,0.60000000,0.90000000,en,1.00000000,,0,,,,,,
Covington,Covington,GPE,-0.60000000,0.80000000,en,1.00000000,,0,,,,,,
Harsil Valley,Harsil Valley,LOC,-0.85416667,1.42916667,en,1.00000000,,0,,,,,,
Gulmi,Gulmi,GPE,0.02604167,0.83680556,en,1.00000000,,0,,,,,,
Uttarkashi,Uttarkashi,GPE,-0.40833333,1.45833333,en,1.00000000,,0,,,,,,
RIGA,RIGA,GPE,0.60000000,0.80000000,en,1.00000000,,0,,,,,,
Bedfo,Bedfo,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
MARYLAND,MARYLAND,GPE,0.04123377,0.61720779,en,1.00000000,,0,,,,,,
Uttar,Uttar,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kerr Countys,Kerr Countys,GPE,-0.02500000,0.55000000,en,1.00000000,,0,,,,,,
the Hudson Valley,the Hudson Valley,LOC,0.10021645,0.42770563,en,1.00000000,,0,,,,,,
Mount Airy,Mount Airy,GPE,0.30000000,1.00000000,en,1.00000000,,0,,,,,,
Queens NYC,Queens NYC,GPE,0.04444444,0.15555556,en,1.00000000,,0,,,,,,
Queen City,Queen City,GPE,-0.10000000,0.25000000,en,1.00000000,,0,,,,,,
LIRR,LIRR,GPE,0.04444444,0.15555556,en,1.00000000,,0,,,,,,
North-East,North-East,LOC,0.13333333,0.27500000,en,1.00000000,,0,,,,,,
Latvia,Latvia,GPE,0.00000000,0.00000000,en,1.00000000,4074187-4,458258,X,57.00000000,25.00000000,EUROPE,Latvia,WCE
the Queen City,the Queen City,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Uttar Pradesh,Uttar Pradesh,GPE,-0.18888889,0.22222222,en,1.00000000,,0,,,,,,
CHARLOTTE,CHARLOTTE,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Ga.,Ga.,GPE,-0.30000000,0.40000000,en,1.00000000,,0,,,,,,
Suicide Basin,Suicide Basin,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Milwaukee County,Milwaukee County,GPE,0.36500000,1.38500000,en,1.00000000,,0,,,,,,
Black Rock City,Black Rock City,GPE,-0.33333333,0.86666667,en,1.00000000,,0,,,,,,
VIETNAM,VIETNAM,GPE,-0.05000000,0.32500000,en,1.00000000,,0,,,,,,
distric,distric,GPE,-0.10000000,0.42500000,en,1.00000000,,0,,,,,,
the Surwal Dam,the Surwal Dam,LOC,-0.10000000,1.42500000,en,1.00000000,,0,,,,,,
Tenggara,Tenggara,GPE,0.40000000,0.85000000,en,1.00000000,,0,,,,,,
West Nusa,West Nusa,GPE,0.40000000,0.85000000,en,1.00000000,,0,,,,,,
Swabi,Swabi,GPE,-0.35000000,0.80000000,en,1.00000000,,0,,,,,,
North Queensland,North Queensland,GPE,0.71875000,3.59375000,en,1.00000000,,0,,,,,,
Margate City,Margate City,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
Appalachian,Appalachian,GPE,0.00000000,0.40000000,en,1.00000000,,0,,,,,,
Hazard,Hazard,GPE,-0.62500000,0.70000000,en,1.00000000,,0,,,,,,
Peoria,Peoria,GPE,-0.26805556,0.52638889,en,1.00000000,,0,,,,,,
Kagoshima Prefecture,Kagoshima Prefecture,LOC,0.20000000,0.80000000,en,1.00000000,,0,,,,,,
Hioki City,Hioki City,GPE,0.20000000,0.80000000,en,1.00000000,,0,,,,,,
Rockaway Beach,Rockaway Beach,GPE,0.18714286,0.48428571,en,1.00000000,,0,,,,,,
Sidharth-Kiara,Sidharth-Kiara,GPE,0.50000000,0.75000000,en,1.00000000,,0,,,,,,
Erin,Erin,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
KARACHI,KARACHI,GPE,0.04000000,0.42111111,en,1.00000000,,0,,,,,,
Karachi,Karachi,GPE,-0.39121212,2.13929293,en,1.00000000,4097647-6,1174872,X,24.90559900,67.08220000,ASIA,Pakistan,SAS
Mithi river,Mithi river,LOC,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
North West Slopes,North West Slopes,LOC,0.10000000,0.47500000,en,1.00000000,,0,,,,,,
Panyijiar County,Panyijiar County,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Ganyliel,Ganyliel,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
the Windy City,the Windy City,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
North Carolina's,North Carolina's,GPE,0.81666667,3.23333333,en,1.00000000,,0,,,,,,
North Carolinas,North Carolinas,GPE,0.85000000,1.40000000,en,1.00000000,,0,,,,,,
Typhoon Kajiki,Typhoon Kajiki,LOC,0.98333333,2.44166667,en,1.00000000,,0,,,,,,
NEW DELHI/ISLAMABAD,NEW DELHI/ISLAMABAD,GPE,0.09090909,0.63636364,en,1.00000000,,0,,,,,,
Mechelen,Mechelen,GPE,-0.20000000,1.50000000,en,1.00000000,4074654-9,2791537,X,51.02573900,4.47761900,EUROPE,Belgium,WCE
New ... NEW DELHI/ISLAMABAD,New ... NEW DELHI/ISLAMABAD,GPE,0.09090909,0.63636364,en,1.00000000,,0,,,,,,
north Queensland,north Queensland,GPE,0.03437500,1.92708333,en,1.00000000,,0,,,,,,
Yemen,Yemen,GPE,0.26818182,0.99393939,en,1.00000000,4073009-8,69543,X,15.50000000,47.50000000,ASIA,Yemen,ARP
Jammus,Jammus,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Townsville,Townsville,GPE,0.19920635,2.76507937,en,1.00000000,,0,,,,,,
Srinagar,Srinagar,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Ticino,Ticino,GPE,-0.20000000,0.30000000,en,1.00000000,4078208-6,2658370,X,46.25000000,8.58333000,EUROPE,Switzerland,WCE
the Mississippi Sound,the Mississippi Sound,LOC,0.17878788,0.30000000,en,1.00000000,,0,,,,,,
Miss.,Miss.,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Mississippi city,Mississippi city,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Washington DC,Washington DC,GPE,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Cairns,Cairns,GPE,0.22142857,0.84285714,en,1.00000000,4376462-9,2172797,X,-16.92304000,145.76625000,OCEANIA,Australia,NAU
Kashmirs Jammu,Kashmirs Jammu,GPE,0.01048951,0.41188811,en,1.00000000,,0,,,,,,
Chennai,Chennai,GPE,0.00000000,0.00000000,en,1.00000000,5351481-6,1264527,X,13.08777700,80.27833300,ASIA,India,SAS
Opp,Opp,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tamil Nadu,Tamil Nadu,GPE,0.20000000,0.25000000,en,1.00000000,4078142-2,1255053,X,11.00000000,78.00000000,ASIA,India,SAS
Imperial Valley,Imperial Valley,LOC,-0.10000000,0.50000000,en,1.00000000,,0,,,,,,
Westmoreland,Westmoreland,GPE,-0.05000000,0.45000000,en,1.00000000,,0,,,,,,
the Imperial Valley,the Imperial Valley,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
J&K,J&K,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kajiki,Kajiki,LOC,0.05000000,0.20000000,en,1.00000000,,0,,,,,,
Ingham,Ingham,GPE,-0.05000000,0.82500000,en,1.00000000,,0,,,,,,
Boise,Boise,GPE,-0.40000000,1.00000000,en,1.00000000,,0,,,,,,
Una,Una,GPE,0.00000000,0.22500000,en,1.00000000,,0,,,,,,
Sou…,Sou…,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Anadolu,Anadolu,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Atlantic Inn,the Atlantic Inn,LOC,0.50000000,0.66666667,en,1.00000000,,0,,,,,,
Antwerp,Antwerp,GPE,0.00000000,1.00000000,en,1.00000000,1266617345,5107253,X,44.19916600,-75.60694400,NORTH-AMERICA,United States,ENA
St. Louis,St. Louis,GPE,1.00000000,2.30000000,en,1.00000000,4118223-6,4407066,X,38.62727000,-90.19789000,NORTH-AMERICA,United States,CNA
Kishtwar,Kishtwar,GPE,1.11428571,1.45357143,en,1.00000000,,0,,,,,,
Hong …,Hong …,GPE,-0.33333333,0.58333333,en,1.00000000,,0,,,,,,
Hong Kong’s,Hong Kong’s,GPE,-0.66666667,1.16666667,en,1.00000000,,0,,,,,,
Podul Skirts City,Podul Skirts City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hong Kong Extends Record Rain Warnings,Hong Kong Extends Record Rain Warnings,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
West Allis,West Allis,LOC,0.10416667,0.43750000,en,1.00000000,,0,,,,,,
WEST BEND,WEST BEND,GPE,0.10416667,0.43750000,en,1.00000000,,0,,,,,,
MOSCOW,MOSCOW,GPE,-0.14444444,0.67777778,en,1.00000000,,0,,,,,,
the Mendenhall Glacier,the Mendenhall Glacier,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
São Vicente,São Vicente,GPE,-0.25000000,0.25000000,en,1.00000000,,0,,,,,,
Nanga Penyarai,Nanga Penyarai,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Noida,Noida,GPE,-0.60000000,1.10000000,en,1.00000000,7669301-6,7279746,X,28.57999900,77.32999900,ASIA,India,SAS
JERUSALEM,JERUSALEM,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
ar,ar,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Chattanooga,Chattanooga,GPE,0.30000000,1.10000000,en,1.00000000,,0,,,,,,
The United States,The United States,GPE,0.00000000,2.00000000,en,1.00000000,,0,,,,,,
Odessa,Odessa,GPE,-0.27500000,1.05833333,en,1.00000000,4043115-0,698740,X,46.47746900,30.73262000,EUROPE,Ukraine,WCE
Manchester City,Manchester City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Man City,Man City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Juneau,Juneau,GPE,0.74500000,1.95500000,en,1.00000000,,0,,,,,,
North Qld,North Qld,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Minneapolis,Minneapolis,GPE,0.02083333,0.58888889,en,1.00000000,,0,,,,,,
GILGIT,GILGIT,GPE,-0.06000000,0.46000000,en,1.00000000,,0,,,,,,
Nagasu,Nagasu,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Tamana,Tamana,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Nebraska,Nebraska,GPE,-0.43500000,0.88500000,en,1.00000000,4117792-7,5073708,X,41.50027900,-99.75066900,NORTH-AMERICA,United States,CNA
Northern Irel,Northern Irel,LOC,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Kishtwar district,Kishtwar district,LOC,-0.36363636,1.70454545,en,1.00000000,,0,,,,,,
Ill.,Ill.,GPE,0.01111111,0.57777778,en,1.00000000,,0,,,,,,
Indian Himalayas,Indian Himalayas,LOC,-0.23333333,0.28333333,en,1.00000000,,0,,,,,,
CARY,CARY,GPE,0.01111111,0.57777778,en,1.00000000,,0,,,,,,
The Village of Cary,The Village of Cary,GPE,0.02222222,1.15555556,en,1.00000000,,0,,,,,,
Buner,Buner,GPE,-0.25000000,0.20000000,en,1.00000000,,0,,,,,,
Pakhtunkhwa province,Pakhtunkhwa province,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
U.S. East Coast,U.S. East Coast,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Zambada,Zambada,GPE,-0.12500000,0.25000000,en,1.00000000,,0,,,,,,
Sinaloa,Sinaloa,GPE,-0.31250000,0.68750000,en,1.00000000,,0,,,,,,
the U.S. East Coast,the U.S. East Coast,LOC,-0.60000000,0.90000000,en,1.00000000,,0,,,,,,
Hatteras Island,Hatteras Island,GPE,0.50000000,0.66666667,en,1.00000000,,0,,,,,,
Ocracoke Islands,Ocracoke Islands,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hatteras,Hatteras,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
New Pakistan,New Pakistan,GPE,0.06818182,0.22727273,en,1.00000000,,0,,,,,,
Ocracoke Island,Ocracoke Island,GPE,-0.22500000,0.77500000,en,1.00000000,,0,,,,,,
