,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Zeldin,Zeldin,GPE,-0.02500000,0.20000000,en,1.00000000,,-1,,,,,,
North Seberang,North Seberang,GPE,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Tanah Liat,Tanah Liat,GPE,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
the Wicklow Mountains,the Wicklow Mountains,LOC,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Ulster,Ulster,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Leinster,Leinster,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
LISMORE,LISMORE,GPE,0.07708333,0.62708333,en,1.00000000,,-1,,,,,,
Selangor,Selangor,LOC,-0.35333333,1.68833333,en,1.00000000,,-1,,,,,,
States,States,GPE,-0.06666667,0.43333333,en,1.00000000,,-1,,,,,,
Salsa,Salsa,GPE,0.30934343,0.37373737,en,1.00000000,,-1,,,,,,
Tailfin,Tailfin,GPE,0.60101010,0.91540404,en,1.00000000,,-1,,,,,,
the Middle of America,the Middle of America,LOC,-0.06250000,0.50000000,en,1.00000000,,-1,,,,,,
The Ohio River,The Ohio River,LOC,-1.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Tennessee Valley,Tennessee Valley,LOC,-0.08787879,0.41818182,en,1.00000000,,-1,,,,,,
Virginia,Virginia,GPE,-0.78373737,12.05883838,en,1.00000000,,-1,,,,,,
Houston,Houston,GPE,-0.41666667,6.28472222,en,1.00000000,,-1,,,,,,
Adelaide,Adelaide,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Australia,South Australia,LOC,-0.11010101,0.40707071,en,1.00000000,,-1,,,,,,
the National Oceanic,the National Oceanic,LOC,-0.21250000,0.50000000,en,1.00000000,,-1,,,,,,
Ghana,Ghana,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bullitt County,Bullitt County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
LEBANON JUNCTION,LEBANON JUNCTION,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lebanon,Lebanon,GPE,0.00000000,0.50000000,en,1.00000000,,-1,,,,,,
Somalia,Somalia,GPE,-0.70000000,1.98333333,en,1.00000000,,-1,,,,,,
Babarmahal,Babarmahal,LOC,0.02500000,0.63125000,en,1.00000000,,-1,,,,,,
Ethiopia,Ethiopia,GPE,0.56818182,0.75000000,en,1.00000000,,-1,,,,,,
Bayou La Batre,Bayou La Batre,LOC,0.10000000,0.73333333,en,1.00000000,,-1,,,,,,
Tiny Gulf Town,Tiny Gulf Town,LOC,0.00000000,0.30000000,en,1.00000000,,-1,,,,,,
the Democratic Republic of Congo,the Democratic Republic of Congo,GPE,-0.23571429,2.21726190,en,1.00000000,,-1,,,,,,
Democratic Republic of Congo,Democratic Republic of Congo,GPE,-0.30000000,0.40000000,en,1.00000000,,-1,,,,,,
the Democratic Republic of Co,the Democratic Republic of Co,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
the Democratic Republic of Congo's,the Democratic Republic of Congo's,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Puchong,Puchong,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Nigeria,Nigeria,GPE,-8.28705868,43.61244769,en,1.00000000,,-1,,,,,,
Abuja,Abuja,GPE,1.45000000,1.63333333,en,1.00000000,,-1,,,,,,
landsli,landsli,GPE,-0.06250000,0.70833333,en,1.00000000,,-1,,,,,,
Lismore NSW,Lismore NSW,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
River,River,LOC,0.18831169,0.38961039,en,1.00000000,,-1,,,,,,
Semisonic,Semisonic,GPE,0.27878788,0.43484848,en,1.00000000,,-1,,,,,,
Meath,Meath,GPE,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
Louth,Louth,GPE,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
Shonga Rice F,Shonga Rice F,GPE,0.29629630,0.49444444,en,1.00000000,,-1,,,,,,
BRUSSELS,BRUSSELS,GPE,0.58333333,0.96111111,en,1.00000000,,-1,,,,,,
James Bay Coast,James Bay Coast,LOC,0.50000000,0.66666667,en,1.00000000,,-1,,,,,,
the Lagos Island,the Lagos Island,LOC,0.60000000,0.80000000,en,1.00000000,,-1,,,,,,
Delta,Delta,LOC,0.50000000,1.00000000,en,1.00000000,,-1,,,,,,
Chinas,Chinas,GPE,1.25166667,2.94333333,en,1.00000000,,-1,,,,,,
DRC,DRC,GPE,0.00000000,0.14583333,en,1.00000000,,-1,,,,,,
Petaling,Petaling,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
ACI Africa,ACI Africa,GPE,0.00000000,0.14583333,en,1.00000000,,-1,,,,,,
Kakamega,Kakamega,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Sulawesi Province,South Sulawesi Province,GPE,-0.20000000,0.33333333,en,1.00000000,,-1,,,,,,
Luwu District,Luwu District,GPE,-0.20000000,0.33333333,en,1.00000000,,-1,,,,,,
S Sulawesi's,S Sulawesi's,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
Delaware,Delaware,GPE,0.29090909,1.61136364,en,1.00000000,,-1,,,,,,
Shah Alam,Shah Alam,LOC,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Subang Jaya,Subang Jaya,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Berhad,Berhad,GPE,0.67500000,0.42500000,en,1.00000000,,-1,,,,,,
Hulu Langat,Hulu Langat,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Klang,Klang,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Rio Grande Valley,the Rio Grande Valley,LOC,-0.68571429,1.34285714,en,1.00000000,,-1,,,,,,
Qld,Qld,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Coachella Valley,Coachella Valley,LOC,0.10000000,1.25000000,en,1.00000000,,-1,,,,,,
NSW,NSW,GPE,1.45375000,7.20448413,en,1.00000000,,-1,,,,,,
Irelands,Irelands,GPE,-0.29428571,1.57904762,en,1.00000000,,-1,,,,,,
Ipswich,Ipswich,GPE,-0.33875000,2.02000000,en,1.00000000,,-1,,,,,,
Gowanus,Gowanus,GPE,0.15000000,0.85625000,en,1.00000000,,-1,,,,,,
North,North,LOC,-0.37588384,2.04936869,en,1.00000000,,-1,,,,,,
the Upper Midwest,the Upper Midwest,LOC,0.09078283,0.44936869,en,1.00000000,,-1,,,,,,
Gold Coast,Gold Coast,LOC,0.00000000,0.35000000,en,1.00000000,,-1,,,,,,
Sunshine Coast,Sunshine Coast,LOC,-0.21666667,1.06666667,en,1.00000000,,-1,,,,,,
Australia&#039;s east coast,Australia&#039;s east coast,LOC,0.65416667,1.05416667,en,1.00000000,,-1,,,,,,
New England,New England,LOC,0.86005051,5.40007576,en,1.00000000,,-1,,,,,,
east coast,east coast,LOC,4.02083333,5.45416667,en,1.00000000,,-1,,,,,,
Bekasi,Bekasi,GPE,0.66666667,1.00000000,en,1.00000000,,-1,,,,,,
Henry County,Henry County,GPE,0.21000000,1.84000000,en,1.00000000,,-1,,,,,,
Spains Gran Canaria,Spains Gran Canaria,GPE,0.60000000,1.00000000,en,1.00000000,,-1,,,,,,
CALIFORNIA,CALIFORNIA,GPE,-0.13333333,0.86666667,en,1.00000000,,-1,,,,,,
New South Wales,New South Wales,GPE,3.37101371,29.75238636,en,1.00000000,,-1,,,,,,
the Ogun River,the Ogun River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ogun State,Ogun State,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kara,Kara,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Isheri,Isheri,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ogun River,Ogun River,LOC,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Michigan,Michigan,GPE,1.08346939,3.55051020,en,1.00000000,,-1,,,,,,
Minnesota,Minnesota,GPE,0.10000000,0.33333333,en,1.00000000,,-1,,,,,,
Paitan,Paitan,GPE,0.35000000,0.55000000,en,1.00000000,,-1,,,,,,
Olympic Village,Olympic Village,GPE,0.08333333,0.20000000,en,1.00000000,,-1,,,,,,
Vancouver,Vancouver,GPE,0.22777778,0.77222222,en,1.00000000,,-1,,,,,,
Lismore,Lismore,GPE,-0.71306818,1.81268939,en,1.00000000,,-1,,,,,,
Northern Rivers,Northern Rivers,LOC,-0.01302083,0.39583333,en,1.00000000,,-1,,,,,,
coachella valley,coachella valley,LOC,0.40000000,2.70000000,en,1.00000000,,-1,,,,,,
the Northern Rivers,the Northern Rivers,LOC,0.39204545,1.11931818,en,1.00000000,,-1,,,,,,
Buenos Aires province,Buenos Aires province,GPE,1.07500000,2.42500000,en,1.00000000,,-1,,,,,,
South Carolina,South Carolina,GPE,0.04375000,1.65833333,en,1.00000000,,-1,,,,,,
Carolinas,Carolinas,GPE,0.52810606,3.91924242,en,1.00000000,,-1,,,,,,
BRISBANE,BRISBANE,GPE,-0.25333333,0.87555556,en,1.00000000,,-1,,,,,,
batter east coast,batter east coast,LOC,-0.20000000,0.36666667,en,1.00000000,,-1,,,,,,
New South,New South,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
Malibu,Malibu,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Buenos Aires,Buenos Aires,GPE,-0.09500000,0.99500000,en,1.00000000,,-1,,,,,,
Melaka,Melaka,GPE,0.44126984,1.78968254,en,1.00000000,,-1,,,,,,
Bahia,Bahia,GPE,-0.45000000,0.30000000,en,1.00000000,,-1,,,,,,
Chaba,Chaba,GPE,0.02857143,0.34523810,en,1.00000000,,-1,,,,,,
Bahía Blanca,Bahía Blanca,GPE,0.25714286,1.49047619,en,1.00000000,,-1,,,,,,
Argentina,Argentina,GPE,0.72820513,13.35368590,en,1.00000000,,-1,,,,,,
Bahia Blanca,Bahia Blanca,GPE,-0.35785714,7.14630952,en,1.00000000,,-1,,,,,,
Sukamahi Dam,Sukamahi Dam,LOC,0.20000000,0.46666667,en,1.00000000,,-1,,,,,,
Sukamahi,Sukamahi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ciawi,Ciawi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
San Fernand,San Fernand,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Menucha Junction to Tzukim Junction,Menucha Junction to Tzukim Junction,LOC,-0.14500000,0.27500000,en,1.00000000,,-1,,,,,,
Menucha Junction,Menucha Junction,LOC,-0.14500000,0.27500000,en,1.00000000,,-1,,,,,,
Ein Gedi,Ein Gedi,LOC,-0.29000000,0.55000000,en,1.00000000,,-1,,,,,,
Dead Sea,Dead Sea,LOC,-0.43166667,0.84166667,en,1.00000000,,-1,,,,,,
West Java Province,West Java Province,GPE,0.01666667,0.28333333,en,1.00000000,,-1,,,,,,
East Bengaluru,East Bengaluru,GPE,0.48194444,1.30833333,en,1.00000000,,-1,,,,,,
West Java's,West Java's,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
PARIS,PARIS,GPE,-0.47500000,1.25000000,en,1.00000000,,-1,,,,,,
Reunion,Reunion,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
French Indian Ocean,French Indian Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Mississippi valley,Mississippi valley,LOC,-0.06666667,0.43333333,en,1.00000000,,-1,,,,,,
Long Beach,Long Beach,GPE,-0.04375000,0.34375000,en,1.00000000,,-1,,,,,,
Ky.,Ky.,GPE,-3.19265873,10.75285714,en,1.00000000,,-1,,,,,,
Beijing,Beijing,GPE,-3.63314935,22.74194264,en,1.00000000,,-1,,,,,,
indus,indus,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
SEOUL,SEOUL,GPE,-0.10000000,0.98571429,en,1.00000000,,-1,,,,,,
West Virgi,West Virgi,GPE,-0.03666667,0.30000000,en,1.00000000,,-1,,,,,,
West VirginiaThe,West VirginiaThe,GPE,-0.03666667,0.30000000,en,1.00000000,,-1,,,,,,
South Kor,South Kor,GPE,0.00000000,0.75000000,en,1.00000000,,-1,,,,,,
the Warren County,the Warren County,GPE,-0.10000000,0.21666667,en,1.00000000,,-1,,,,,,
Mid-Atlantic,Mid-Atlantic,GPE,-0.23181818,0.87727273,en,1.00000000,,-1,,,,,,
Buchanan County,Buchanan County,GPE,-0.68750000,1.12500000,en,1.00000000,,-1,,,,,,
Arctic,Arctic,LOC,0.07840909,1.19886364,en,1.00000000,,-1,,,,,,
East Texas,East Texas,LOC,-0.65000000,1.60000000,en,1.00000000,,-1,,,,,,
West Texas,West Texas,LOC,-0.65000000,1.60000000,en,1.00000000,,-1,,,,,,
Bowling Green,Bowling Green,GPE,0.05000000,0.81666667,en,1.00000000,,-1,,,,,,
Northern Plains,Northern Plains,LOC,-0.14000000,0.60000000,en,1.00000000,,-1,,,,,,
RIVES,RIVES,GPE,-0.25833333,0.35000000,en,1.00000000,,-1,,,,,,
Pikeville,Pikeville,GPE,-1.77000000,2.83500000,en,1.00000000,,-1,,,,,,
U.S. LOUISVILLE,U.S. LOUISVILLE,GPE,-0.14583333,0.51250000,en,1.00000000,,-1,,,,,,
the Rocky Mountains,the Rocky Mountains,LOC,-0.37500000,0.93333333,en,1.00000000,,-1,,,,,,
Plains,Plains,LOC,-1.77091270,6.11416667,en,1.00000000,,-1,,,,,,
Rockies,Rockies,LOC,-1.21646825,5.27559524,en,1.00000000,,-1,,,,,,
Mississippi,Mississippi,GPE,0.66250000,2.50000000,en,1.00000000,,-1,,,,,,
Atlanta,Atlanta,GPE,-0.20000000,0.00000000,en,1.00000000,,-1,,,,,,
CHICAGO,CHICAGO,GPE,-0.19375000,1.65000000,en,1.00000000,,-1,,,,,,
Great Northern Highwa,Great Northern Highwa,GPE,0.80000000,0.75000000,en,1.00000000,,-1,,,,,,
Kumalak River Catchment,Kumalak River Catchment,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tianshan Region,Tianshan Region,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Appalachia,Appalachia,LOC,0.53693182,2.03977273,en,1.00000000,,-1,,,,,,
Willow Creek,Willow Creek,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Vancouver Island,Vancouver Island,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Riverland,Riverland,LOC,-0.43181818,0.72727273,en,1.00000000,,-1,,,,,,
Pontypridd,Pontypridd,GPE,-0.33333333,0.45000000,en,1.00000000,,-1,,,,,,
the North Fork,the North Fork,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Avalon Peninsula,Avalon Peninsula,LOC,0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
the Burin Peninsula,the Burin Peninsula,LOC,0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
Bengaluru,Bengaluru,GPE,0.37121212,3.13181818,en,1.00000000,,-1,,,,,,
the Kentucky River,the Kentucky River,LOC,-0.58571429,2.35714286,en,1.00000000,,-1,,,,,,
Kentucky River,Kentucky River,LOC,0.30000000,0.50833333,en,1.00000000,,-1,,,,,,
Lancaster city,Lancaster city,GPE,-0.21250000,0.35416667,en,1.00000000,,-1,,,,,,
BOTSWANA,BOTSWANA,GPE,0.10000000,1.35000000,en,1.00000000,,-1,,,,,,
Kumalak River,Kumalak River,LOC,0.26666667,0.63333333,en,1.00000000,,-1,,,,,,
Botswana,Botswana,GPE,-0.45000000,2.37500000,en,1.00000000,,-1,,,,,,
the South West,the South West,LOC,0.16000000,0.60666667,en,1.00000000,,-1,,,,,,
Mid-Wales,Mid-Wales,GPE,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
Eastern US,Eastern US,LOC,0.06250000,0.50000000,en,1.00000000,,-1,,,,,,
mont,mont,GPE,0.05000000,0.26250000,en,1.00000000,,-1,,,,,,
Great Basin,Great Basin,LOC,0.20000000,0.41666667,en,1.00000000,,-1,,,,,,
East,East,LOC,-0.37500000,1.44166667,en,1.00000000,,-1,,,,,,
Pacific Northwest,Pacific Northwest,GPE,0.42573052,4.01136364,en,1.00000000,,-1,,,,,,
Latrobe,Latrobe,GPE,0.78000000,1.00000000,en,1.00000000,,-1,,,,,,
Boston,Boston,GPE,0.24526515,2.76060606,en,1.00000000,,-1,,,,,,
San José,San José,GPE,0.19062500,0.79583333,en,1.00000000,,-1,,,,,,
Ballina,Ballina,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Grafton,Grafton,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Hervey Bay,Hervey Bay,GPE,-1.08541667,2.79166667,en,1.00000000,,-1,,,,,,
Plantersville,Plantersville,GPE,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
West London,West London,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Rajang River,Rajang River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
JUPITER,JUPITER,GPE,0.15833333,0.55000000,en,1.00000000,,-1,,,,,,
Iperu,Iperu,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Sagamu,Sagamu,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Ijebu-Ode,Ijebu-Ode,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Yemule River,Yemule River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Warewa,Warewa,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Akute,Akute,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kampung,Kampung,GPE,-0.11000000,1.23500000,en,1.00000000,,-1,,,,,,
Beluran,Beluran,GPE,-0.11770833,1.74583333,en,1.00000000,,-1,,,,,,
Andalusia,Andalusia,GPE,-0.21500000,0.46000000,en,1.00000000,,-1,,,,,,
Sandakan,Sandakan,GPE,-0.16770833,2.34583333,en,1.00000000,,-1,,,,,,
Alps,Alps,LOC,-0.67777778,2.31666667,en,1.00000000,,-1,,,,,,
District,District,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
VALENCIA,VALENCIA,GPE,-0.21666667,1.09444444,en,1.00000000,,-1,,,,,,
Santa Cruz,Santa Cruz,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Ontario,Ontario,GPE,1.07916667,2.71805556,en,1.00000000,,-1,,,,,,
MISSISSAUGA,MISSISSAUGA,GPE,0.12500000,0.16666667,en,1.00000000,,-1,,,,,,
Los Angeles',Los Angeles',GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
the Mount Everest,the Mount Everest,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
ABUJA,ABUJA,GPE,-0.38500000,4.55750000,en,1.00000000,,-1,,,,,,
Drummondville,Drummondville,GPE,0.14000000,0.18000000,en,1.00000000,,-1,,,,,,
Quebec,Quebec,GPE,0.14000000,0.18000000,en,1.00000000,,-1,,,,,,
MADRID,MADRID,GPE,-0.23703704,0.52592593,en,1.00000000,,-1,,,,,,
Egypt,Egypt,GPE,0.85075758,3.04280303,en,1.00000000,,-1,,,,,,
Munster,Munster,GPE,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
Galway,Galway,GPE,-0.07142857,1.80714286,en,1.00000000,,-1,,,,,,
Tenaga Nasional Bhd,Tenaga Nasional Bhd,GPE,0.00000000,0.55000000,en,1.00000000,,-1,,,,,,
Cobb County,Cobb County,GPE,-0.05000000,0.60000000,en,1.00000000,,-1,,,,,,
Mount Robson Provincial Park,Mount Robson Provincial Park,GPE,0.00000000,0.10000000,en,1.00000000,,-1,,,,,,
Outback Qld,Outback Qld,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
OSLO,OSLO,GPE,0.06190476,0.33214286,en,1.00000000,,-1,,,,,,
Norway,Norway,GPE,0.37777778,1.02500000,en,1.00000000,,-1,,,,,,
SEATTLE,SEATTLE,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Marina Bay,Marina Bay,LOC,0.00000000,0.17500000,en,1.00000000,,-1,,,,,,
the Amazon River,the Amazon River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Palisades,Palisades,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Pahang,Pahang,GPE,0.36666667,1.76666667,en,1.00000000,,-1,,,,,,
Noses Creek,Noses Creek,LOC,0.02500000,0.30000000,en,1.00000000,,-1,,,,,,
K'tan,K'tan,GPE,0.00000000,0.55000000,en,1.00000000,,-1,,,,,,
TALLMADGE,TALLMADGE,GPE,0.35000000,0.50000000,en,1.00000000,,-1,,,,,,
Northeast monsoon,Northeast monsoon,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Indah,Indah,GPE,0.17500000,0.27500000,en,1.00000000,,-1,,,,,,
Taman,Taman,GPE,0.17500000,0.27500000,en,1.00000000,,-1,,,,,,
TMJ,TMJ,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
JB,JB,GPE,-1.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Kluang,Kluang,GPE,0.67500000,1.02500000,en,1.00000000,,-1,,,,,,
BOSTON,BOSTON,GPE,0.02545455,0.46909091,en,1.00000000,,-1,,,,,,
Bangkok,Bangkok,GPE,0.02722222,5.13111111,en,1.00000000,,-1,,,,,,
New York City's,New York City's,GPE,0.06590909,0.97247475,en,1.00000000,,-1,,,,,,
Barcelona,Barcelona,GPE,0.40714286,0.83809524,en,1.00000000,,-1,,,,,,
Liverpool,Liverpool,GPE,0.35714286,0.57142857,en,1.00000000,,-1,,,,,,
Lane County,Lane County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Fraser Island Retreat,Fraser Island Retreat,GPE,-0.07500000,0.27500000,en,1.00000000,,-1,,,,,,
Fraser Coast,Fraser Coast,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
K'gari,K'gari,GPE,-0.07500000,0.27500000,en,1.00000000,,-1,,,,,,
BEAUFORT,BEAUFORT,GPE,0.35000000,0.55000000,en,1.00000000,,-1,,,,,,
the Old Continent,the Old Continent,LOC,0.31136364,0.59954545,en,1.00000000,,-1,,,,,,
Nhill,Nhill,GPE,0.18750000,0.47500000,en,1.00000000,,-1,,,,,,
Western Australia,Western Australia,LOC,-0.37500000,0.45000000,en,1.00000000,,-1,,,,,,
FRANCE,FRANCE,GPE,-0.37500000,1.00000000,en,1.00000000,,-1,,,,,,
Louisiana,Louisiana,GPE,-0.03583153,3.88409993,en,1.00000000,,-1,,,,,,
the Mississippi River,the Mississippi River,LOC,-0.33750000,1.20000000,en,1.00000000,,-1,,,,,,
Plaquemines,Plaquemines,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Southwest California,Southwest California,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
Southern,Southern,LOC,0.04805195,0.36493506,en,1.00000000,,-1,,,,,,
the NSW Northern Rivers,the NSW Northern Rivers,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lawrence,Lawrence,GPE,-0.20833333,0.53333333,en,1.00000000,,-1,,,,,,
Argentinas,Argentinas,GPE,-0.35000000,0.63750000,en,1.00000000,,-1,,,,,,
Logan,Logan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Lockyer Valley,the Lockyer Valley,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
Lockyer Valley,Lockyer Valley,LOC,0.08625000,0.72833333,en,1.00000000,,-1,,,,,,
Northern New South Wales,Northern New South Wales,LOC,-0.23181818,0.67727273,en,1.00000000,,-1,,,,,,
South East Queensland,South East Queensland,LOC,-0.23181818,0.67727273,en,1.00000000,,-1,,,,,,
QLD,QLD,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Sunshine Coast,the Sunshine Coast,LOC,0.05000000,1.30000000,en,1.00000000,,-1,,,,,,
Murwillumbah,Murwillumbah,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
the Tweed River,the Tweed River,LOC,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Keningau,Keningau,GPE,-0.44166667,1.90000000,en,1.00000000,,-1,,,,,,
Tenom,Tenom,GPE,-0.05000000,1.28333333,en,1.00000000,,-1,,,,,,
Port City,Port City,GPE,-0.50000000,0.70000000,en,1.00000000,,-1,,,,,,
EUROPE,EUROPE,LOC,-0.20000000,0.60000000,en,1.00000000,,-1,,,,,,
Selling Sunset,Selling Sunset,LOC,0.00000000,0.06666667,en,1.00000000,,-1,,,,,,
North Atlantic,North Atlantic,LOC,0.33125000,0.70000000,en,1.00000000,,-1,,,,,,
